Story intro,Story number,Wikipedia concepts,longitude,latitude
Title: Cheese made from cow's milk; eaten raw and baked. Event: Story begin. Description: The MOVING reference member state of this VC is SWITZERLAND 2. The reference MOVING Card ID of this VC is VC 43 CH2. The VC is made up of 11 manufacturers and ripeners as well as milk producers from the Jura mountain areas. The milk is processed and sold locally; in large Swiss supermarkets and is exported. Its production is seasonal and runs from 15 August to 31 March. The sales period is from September to April. To make this cheese; the specifications of Vacherin Mont- d'Or; protected designation of origin (PDO) must be respected.,429,lignerolle; bed; marchissy; year; aclens; bremblens; vaulion; gollion; penthaz; number; mountain; cuarnens; population density; la sarraz; limestone; fiez; la praz; féchy; france; juriens; novalles; vullierens; mauraz; pampigny; switzerland; milk; mauborget; vallorbe; ballaigues; gross value added; bavois; les clées; pompaples; bofflens; protected designation of origin; montcherand; le vaud; grandevent; bournens; grazing; le lieu; ballens; buchillon; recipe; baulmes; echichens; sévery; montherod; berolle; le chenit; bonvillars; denens; tolochenaz; pasture; daillens; senarclens; bretonnières; allaman; longirod; innovation; saubraz; middle ages; lonay; reverolle; employment; mutrux; grassland; vuiteboeuf; sullens; face; tévenon; montricher; etoy; clarmont; per capita income; grancy; ferreyres; dairy; penthalaz; agiez,8.231973055555555,46.798561944444444
Title: Milk production with label 'mountain milk' according to EU regulations. Event: Story begin. Description: The MOVING reference member state of this VC is SLOVAKIA. The reference MOVING Card ID of this VC is VC 02 SK. Key activities: livestock pasture; milk processing Key actors: farmers and shepherds; milk processors; traders. Positive impact on local and regional SES is employment; added value to local and regional economy; maintains landscape; contributes to biodiversity and is in synergy with tourism.,315,bed; altitude; year; gelnica; námestovo; muránska huta; poprad; reference; attractiveness; number; mountain; population density; natural monument; silická brezová; muránska zdychava; livestock; slovakia; pasture; sheep; innovation; bôrka; valaská dubová; lehota; milk; rejdová; gross value added; employment; karst; grassland; liptov; per capita income; landscape; ierna,20.0,49.0
Title: Breeding of purebred Spanish horses. Event: Story begin. Description: The MOVING reference member state of this VC is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 18 ES. The breeding of equines has been traditional in the Cabra and Zuheros mountain ranges for centuries; first as work and transport animals; both horses and mules and donkeys. Fifty years ago there was a change in production orientation and since then two stud farms have been dedicated to the breeding of the Pura Raza Español (PRE). The horses are highly recognized in morphological and dressage competitions; both national and international; and have even participated in the Olympics. The stud farms follow the complete process of breeding foals that are sold at one year of age or from three years of age when the dressage process begins.,341,spain; altitude; geomorphology; year; portugal; winter; cold; horse breeding; population density; world; zuheros; terrain; europe; park; combination; innovation; rain; hallmark; restaurant; bone; cattle; gross value added; employment; garrano; karst; breed; grassland; horse; geopark; marketing; century; management; dressage; per capita income,-3.5,40.2
Title: Biscuits and chocolate from Pannonhalma. Event: Story begin. Description: The MOVING reference member state of this VC is HUNGARY. The reference MOVING Card ID of this VC is VC 07 HU. It is part of an exceptionally well designed high value added local products' cluster; run by a monastery; mixing thousand year tradition with modern design and marketing tools; selling history and culture (it is an UNESCO World Heritage site) as much as products. Chocolate and biscuits using locally produced herbs; honey; etc. processed; packaged and marketed with innovative design. Most of the production is organic. They use the profit made through local products for maintaining natural and cultural heritage and supporting social and religious aims.,119,bed; year; fruit; north; tourism; vegetable; thyme; hungary; transdanubian mountains; presentation; reference; number; mountain; population density; world; mixture; school; design; west; brewery; tradition; winery; herb; innovation; border; town; bakony; gross value added; history; employment; pannonhalma; community; respect; marketing; monastery; per capita income; garden; landscape; chocolate,19.0,47.0
Title: Meat products (dry and cured meat). Event: Story begin. Description: The MOVING reference member state of this VC is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 04 SCA. The meat comes mostly and preferably from the same region. The company produces the cured meat in a farm in the mountains; using the dry wind from the mountains for the process. The products are sold in the region and all along Norway. This VC is part of the regional brand 'Oppdal- taste of mountains' that guarantees the local origin of the product.,297,bed; forest; fact; grazing; year; taste; heathers; oppdal; reference; number; mountain; population density; farm; e-commerce; tree line; innovation; nature; tree; gross value added; employment; food; grassland; meal; marketing; smak; norway; meat; per capita income; institute; landscape; wind,14.76093611111111,64.77964194444445
Title: Artisanal beer from Stjordal. Event: Story begin. Description: The MOVING reference member state of this VC is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 01 SCA. Although there are hundreds of ways to brew the local traditional beer; they all share a common feature; the smoky taste. The general process is as follows. First the grains are soaked and cleaned. Afterwards they are spread on a growing frame and they are moved by hand several times per day to keep the heat evenly distributed among the grains. Four days after; the grains are dried in the traditional Sainna (a fire drier with wooden planks with holes on top of which the grains are spread). Here is where the grains get the smoky flavour. Finally; after around eight days of hand work with the grains; they are ready to be brewed. Up to 22 beer breweries can be found in this municipality and also few malthouses. In addition; there is an annual beer festival where most of those hundreds of small brewers participate and the best Stjørdalsøl brewer is crowned.,294,heat; bed; year; taste; municipality; trondheim; number; population density; stjørdalselva; brewery; fire; e-commerce; tradition; day; beer; hand; knowledge; innovation; vinje; gross value added; employment; urbanization; smoked beer; water; malt; marketing; per capita income; river,14.76093611111111,64.77964194444445
Title: 'BR NZ HOREZU'. Event: Story begin. Description: The MOVING reference member state of this VC is ROMANIA. The reference MOVING Card ID of this VC is VC 13 RO. 'Br nz Horezu' was first produced in the town of Horezu in the mountainous region of northern Vâlcea County (RO415) in 2001. All milk used for cheese production is collected daily from fixed 'milk collection' points where local sheep farmers and shepherds can bring their milk. Uncommonly for Romania; 'Br nz Horezu' is matured for a minimum of 5 months - most other cheeses are sold relatively fresh. In addition to being marketed under the 'Five Continents' label; it is also sold under the 'C mara Noastr ' (Our Larder) private label of Lidl Romania and the 'Gusturi Romanesti' (Romanian Tastes) brand launched the Mega Image supermarket network in 2009. The effective integration of the product into these mainsteam value chains now offsets much of the vulenerability commonly associated with mountain products in Romania.,241,bed; larder; grazing; purchasing; year; commune; southern carpathians; county; romania; summer; cheese; reference; supermarket; number; mountain; population density; lapte; responsibility; lotru mountains; logo; mega image; addition; carpathian mountains; innovation; hay; town; implementation; gross value added; goat; employment; demand; grassland; rural development; derogation; lidl; per capita income; vâlcea county; horezu; asset; dairy; landscape,25.0,46.0
Title: Pine cones - Dry pine cones with purpose of decoration. Event: Story begin. Description: The MOVING reference member state of this VC is NMK. The reference MOVING Card ID of this VC is VC 23 NMK. Mainly the state owne company (Makedonski Shumi) deals with the forestry and wood in the region of Maleshevija.,207,innovation; bed; forest; republic; year; berovo; gross value added; climate; employment; bregalnica; research; deforestation; reference; number; mountain; population density; strumica; per capita income; wood; forestry,21.716669444444445,41.65
Title: A cooperative dairy of local farmers enhancing local traditional cheese production. Event: Story begin. Description: The MOVING reference member state of this VC is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 43 IT. The VC depends only on the local SES. The main actors are the breeders and farmers who collaborate in the cooperative company to produce milk and cheeses. Quality certifications are used limited to the traditional productions of Friuli. The number of VC participants and the type of economic activity linked to the territory has a positive impact on the SES and the adoption of environmentally friendly production and processing methods.,163,bed; alps; year; eastern alps; sales; cheese; reference; number; mountain; population density; adoption; point of sale; tradition; frico; dimension; italy; innovation; julian alps; milk; gross value added; employment; food; udine; grassland; cooperative; certification; home; malborghetto valbruna; friuli; per capita income; montasio; austria; dairy; territory,12.5,42.5
Title: Almenland Stollenkäse (transl.: Almenland mining tunnel cheese). Event: Story begin. Description: The MOVING reference member state of this VC is AUSTRIA. The reference MOVING Card ID of this VC is VC 02 AT. The Almenland small local diary produces various types of cheese (cow; sheep; goat all milk from the region: pasture farming and hay); which then is further processed by the Almenland Stollenkäse GmbH; which ten is sold mainly in Austria and South of Germany; but also internationally. The cheese is sold via small delicacy shops; supermarkets and through a web shop. The cheese is branded as Almenland product.,2,bed; year; tours; cheese; reference; number; mountain; population density; phyllite; limestone; weather; slate; cooperation; hay; rain; workshop; milk; gross value added; goat; history; greywacke; demand; plant; silver; austria; job; alps; south; germany; weiz; vegetation; winter; house; pasture; europe; sheep; innovation; umbrella; climate; employment; food; diary; marketing; drought; future; meat; per capita income; time; dairy; tunnel,14.0,48.0
Title: Forestry - on edges / shoulders of UK mountains -Argyll and Bute LAU1. Event: Story begin. Description: The MOVING reference member state of this VC is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 10 UK. Forestry and the the timber industry are of huge importance to the Scottish economy; with processing £285 million of Gross value added to the economy each year. Furthermore forestry provides more than 30;000 jobs (inlcuind wood production; forest management; haulage and processing). Much of the processing takes place in non-mountain areas; but the wood is often grown on the shoulders of mountains; such as in Argyll and Bute LAU1 (generating £58 million per annum GVA and roughly 1300 direct jobs and 2255 indirect jobs). This area contains semi-natural woodland. Forestry has dual purpose here - for production and for recreation. Argyll Forest Park is Britain's oldest forest and offers opportunities for mountain biking; hiking; wildlife watching. Much of the commercial forestry here is however processed outwith the LAU1. 49 of the LAU1's 122 SSSIs are designated because of their woodland.,256,mountain biking; bed; forest; year; importance; carbon sequestration; value chain; scotland; reference; cowal; number; mountain; population density; government; interest; walking; wood; newry; energy; knowledge; brexit; innovation; biomass; kintyre; recreation; gross value added; economy; employment; mainland; northumberland; per capita income; forestry; landscape,-5.0,57.0
Title: Indigenous pulses; cereals and fruits of Ascara (Jaca). Event: Story begin. Description: The MOVING reference member state of this VC is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 35 ES. The 'Organic Production of Foodstuffs linked to the Aragonese Territory' project; coordinated by the ATADES Gardeniers Special Employment Center; aims to evaluate the productivity and viability of native legumes in mountain areas such as boliche; chickpeas; and lentils; the revaluation of the Torres de Berrellén melon in the traditional growing region in the province of Zaragoza; the development of innovative products from local varieties; and the research and development of organic honey from borage flower. The project is part of the Rural Development Program; funded by the Government of Aragon and the European Agricultural Fund for Rural Development (EAFRD).,352,spain; pyrenees; huesca; special protection area; ecosystem; year; project; juan; foodstuffs; aragon; research; reference; mountain; population density; canning; borage; honey; organic food; farm; canal; europe; park; cooperation; innovation; funding; jaca; spa; interconnection; workshop; agroecology; gross value added; employment; demand; sustainability; natura 2000; marketing; ascara; collaboration; plant; per capita income; boliche; valley; landscape; zaragoza; territory; governance,-3.5,40.2
Title: Collection of forest mushrooms for own consumption. Event: Story begin. Description: The MOVING reference member state of this VC is SLOVAKIA. The reference MOVING Card ID of this VC is VC 14 SK. Key activities: collection of forest non-wood products; home processing. Key actors: forest owners; public; state restrictions Positive impact on local and regional SES is a contribution to food availability; local products.,327,innovation; bed; forest; year; gross value added; availability; employment; people; food; reference; number; population density; mountain; plant; per capita income; commercialization; slovakia; mushroom; knowledge,20.0,49.0
Title: Subbética Ecológica; production and consumption of organic food. Event: Story begin. Description: The MOVING reference member state of this VC is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 42 ES. It is a short-channel value chain where production and consumption work together for a collective interest; the Common Good. The entity is certified within this framework of the Economy for the Common Good as a non-profit association. Under democratic governance principles; it has maintained sustained growth over ten years and reached an annual turnover of over 600;000 . It employs five people directly and several dozen indirectly. It has encouraged the creation of training programs for the entry of new players into the value chain.,356,innovation; spain; year; agroecology; value chain; municipality; gross value added; employment; good; dozen; space; scalability; grassland; marketing; population density; mountain; interest; organic food; per capita income; europe; governance,-3.5,40.2
Title: Mantecados de Rute; Traditional Christmas cakes made mainly from lard. Event: Story begin. Description: The MOVING reference member state of this VC is SPAIN ADEGUA. The reference MOVING Card ID of this VC is VC 44 ES. Rute's mantecados and polvorones enjoy prestige in the region; articulate a relevant local production cluster and generate several hundred seasonal jobs each year. The brand gives a reputation to the municipality; and there is an excellent public-private collaboration capable of supporting the sector. Collaboration with other food sectors of the municipality and related cultural and tourist activity complete an original scenario; even though the raw material comes mostly from different geographical areas.,357,innovation; bed; spain; rute; business; year; value chain; gross value added; employment; vegetable; christmas; reference; marketing; number; century; mountain; population density; pastry; estepa; lard; flour; per capita income; sugar; park,-3.5,40.2
Title: Touristic services. Event: Story begin. Description: The MOVING reference member state of this VC is SWITZERLAND 1. The reference MOVING Card ID of this VC is VC 18 CH1. Alpine tourism has a long tradition in Switzerland. Many towns and rural areas in the Alps depend on the tourism industry (hotels; restaurants and sports attractions such as ski lifts). The standard with which these tourism infrastructures are built differs greatly between richer and less prosperous regions.,402,innovation; bed; alps; year; switzerland; tourism; swiss alps; gross value added; employment; reference; marketing; number; mountain; population density; per capita income; tradition; landscape; governance,8.231973055555555,46.798561944444444
Title: 'MOZZARELLA'. Event: Story begin. Description: The MOVING reference member state of this VC is ROMANIA. The reference MOVING Card ID of this VC is VC 12 RO. Transylvania Lactate' pursues an integrated production-processing-marketing concept based upon managing as much of the value chain as possible from maintaining the High Nature Value pastures that the buffalo graze; making supplementary animal feed for buffalo; ensuring the health of the buffalo; managing all aspects of dairy production and processing; and; product distribution. The aim of this approach is to ensure the 'premium' nature of the Mozzarella; particularly the commitment to freshness; quality and excellence in taste . The processing unit is based in the small town of Rupea with good access to a main road. It is approximately 30 km from the buffalo farm in the neighbouring commune of Bune ti. The processing unit is state-of-the-art; fully automated and compliant with all national and EU standards. Production teams are carefully trained - including in the specific manufacture of the Mozzarella which requires some manual processing. There is a well-equipped laboratory providing product analysis for each phase of production. A fleet of vehicles distributes products daily to selected retail outlets in central Romania.,240,bed; excellence; year; taste; county; cheese; reference; number; mountain; population density; rupea; road; farm; mozzarella; communication; combination; carpathian mountains; transylvania; partnership; consultancy; town; visibility; milk; dairy product; investment; gross value added; goat; analysis; water; laboratory; animal; altitude; commune; sour cream; concept; value chain; romania; productivity; sheep; water buffalo; innovation; art; bune; nature; health; employment; grassland; marketing; hill; face; management; per capita income; dairy; landscape,25.0,46.0
Title: Bee products. Event: Story begin. Description: The MOVING reference member state of this VC is CZECH REPUBLIC. The reference MOVING Card ID of this VC is VC 11 CZ. Producers are not necessarily located in the mountains. Their businesses can be located outside mountains. However; they purchase and collect products from the mountain region (fruit). The products are processed and valorized. Since the producers operate on niche market they often use alternative marketing channels (eshops; farmers markets; farmers shops). Their impact on the regional SES is positive. They use - and strengthen - symbolic value associated with the mountain region. This strategy bring many direct and undirect impacts; e.g. for tourism.,52,bed; ecosystem; import; year; fruit; germany; winter; klatovy; summer; reference; agriculture; number; mountain; ecology; population density; czech republic; interest; varroa; wii; honey; preposition; 1950s; potential; innovation; disease; business; implementation; gross value added; employment; marketing; regulation; future; niche market; per capita income; risk; landscape,16.0,50.0
Title: Game animals. Event: Story begin. Description: The MOVING reference member state of this VC is SWITZERLAND 1. The reference MOVING Card ID of this VC is VC 07 CH1. no labels for game meat; only identification as Swiss and 'wild caught'; hunting in general highly regulated.,391,innovation; bed; game; alps; year; switzerland; gross value added; employment; reference; number; mountain; population density; skill; per capita income; time; hunting; landscape; no labels,8.231973055555555,46.798561944444444
Title: Vaccinium Myrtillus from National Park Kopaonik. Wild blue berry picking and processing. Event: Story begin. Description: The MOVING reference member state of this VC is SERBIA. The reference MOVING Card ID of this VC is VC 06 SER. Local wild berries picked by local people in order to supplement their incomes. Pure natural product dependent on the state of the natural system. Local knowledge of the terrain and growing conditions is required in order to find the berries and pick them at the right moment. Since pickers are usually the poor local people; their bargaining and negotiating power is most likely reduced and they depend on what the purchasing stations are willing to pay them. Most producers/processors further down the VC adhere to at least one quality scheme such as the HACCP standard.,274,purchasing; year; ski resort; local purchasing; tourism; soil; reference; mountain; population density; government; serbia; terrain; zinc; park; knowledge; addition; innovation; bargaining; nature; natural product; health; gross value added; employment; people; grassland; marketing; system; drought; niche market; per capita income; dinaric alps; information; locals,20.933333333333334,43.95
Title: Wool Products from Bordaleira Serra da Estrela autochthonous sheep breed. Event: Story begin. Description: The MOVING reference member state of this VC is PORTUGAL ESTRELA. The reference MOVING Card ID of this VC is VC 16 PT2. Wool comes from Bordaleira Serra da Estrela autochthonous sheep breed. The sheep are shorn in spring and only the best quality wool is used for textile purposes. The spinning allows the transformation of wool into yarn with the desired thickness; which is then used in weaving. Different Wool Products; such as blankets and clothing items; are produced and then sold locally and in big urban centers.,224,bed; altitude; wool; year; portugal; municipality; covilhã; manteigas; cheese; reference; number; churra; mountain; population density; tradition; village; glacier; sheep; seia; innovation; gross value added; employment; pastoralism; breed; grassland; management; per capita income; clothing; valley; yarn; udder; landscape,-9.183333333333334,38.7
Title: Wine - Vranec. Event: Story begin. Description: The MOVING reference member state of this VC is NMK. The reference MOVING Card ID of this VC is VC 18 NMK. The top 15 wineries are members of the body Wines of Macedonia and they work together to represent the country s wines and wine regions in expert markets. The same body participates in creating wine law and appellations to improve the quality; together with the Ministry of Agriculture of North Macedonia.,202,bed; republic; year; berovo; value chain; bregalnica; arable land; agriculture; number; population density; winery; potential; export; innovation; vardar; north macedonia; gross value added; economy; climate; grape; employment; planning; marketing; strumica; per capita income; viticulture; wine,21.716669444444445,41.65
Title: a chocolate praline with a dark shell filled with potato cream ('Cioccoderra'). Event: Story begin. Description: The MOVING reference member state of this VC is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 07 IT. MP Sardinia core bussines is still the potato production; while the 'cioccoderra' cookies are produce only during Christmas and Easter. It is used to increase the visibility of this farm located in the center of Sardinia. The communication used in the web site is very friendly and different potatoes types are called with Sardinian names; considering the colour and not the variety to simplifiy the comunication. Great effort is given to the territories' charateristics; where these potatoes are produced.,142,bed; nuoro; year; idea; recipe; value chain; municipality; language; easter; reference; number; mountain; population density; potato; sassari; praline; farm; tradition; buddusò; italy; delicacy; innovation; sardinia; visibility; cookie; cream; gross value added; history; employment; christmas; stone; granite; per capita income; dark shell; landscape; chocolate,12.5,42.5
Title: Sami reindeer herding. Event: Story begin. Description: The MOVING reference member state of this VC is SKANDINAVIAN UCO. The reference MOVING Card ID of this VC is VC 03 SCA. In Scandinavia; about 6500 Sami are engaged in reindeer herding. Overall; in Norway and Sweden only Sami people with ancestors linked to reindeer herding have the right to be recognised as reindeer riders. In Finland; even if that is not mandatory; also Sami people are the main practitioners of this VC. In June-July; every calve is marked in the ear; indicating who is the owner (each herder has its own mark). Each year the maximum number of reindeers per region is regulated by the managerial organism (the Norwegian Reindeer Husbandry Administration (subordinate to the Ministry of Agriculture of Norway) ; the County Administrative Board (according to the Swedish reindeer husbandry act) in Sweden; and the Ministry of Agriculture and Forestry in Finland). In Finland; within the declared reindeer husbandry area; reindeers have permission to graze freely regardless of the land ownership. The main product of reindeer herding is both raw meat and cured meat (during spring to let it dry under the sun and cold wind); but also skins and bones are used for handicrafts. Besides; there is also an important touristic industry linked to this VC.,296,bed; herding; year; winter; trøndelag; finnmark; västerbotten; troms; nordland; reference; agriculture; number; mountain; population density; jämtland; scandinavia; province; sweden; rights; plateau; oulu; finnmarksvidda; finland; herd; addition; innovation; norrbotten; dalarna; gross value added; employment; people; grassland; protected designation of origin; kautokeino; marketing; management; norway; meat; per capita income; mechanization; landscape; territory,14.76093611111111,64.77964194444445
Title: Highland cows - bred for genes and cultural status not necessarily for meat/dairy- Lochaber. Event: Story begin. Description: The MOVING reference member state of this VC is SCOTLAND HUTTON. The reference MOVING Card ID of this VC is VC 14 UK. Highland cattle are very symbolic of Scotland and a great cultural asset to Scotland. They are kept as both a cultural asset and due to their good genetics (i.e.; they produce leaner meat and birth more calves than other breeds of cows). Their milk also has a high butterfat content so they are frequently kept as house cows.Highland cow are also used to help crop the grass to the right conditions to encourage wildflowers and butterflies. They are well suited to the cold Scottish climate as they are hardy and can survive also in mountainous terrain. In multiple Locahber villages highland cattle roam freely highlighting both their importance to those areas; but also the potential for conflicts.,260,bed; symbol; forest; role; year; importance; tourism; experience; house; scotland; reference; number; hair; whisky; mountain; population density; genetics; world; selfie; south america; highland; potential; terrain; europe; knowledge; innovation; nature; island; milk; edinburgh; cattle; gross value added; australia; climate; employment; community; breed; grassland; cultural icon; marketing; meat; per capita income; ben nevis; asset; butterfat; landscape,-5.0,57.0
Title: Energy production from Hydroelectric Power Plants at Serra da Estrela. Event: Story begin. Description: The MOVING reference member state of this VC is PORTUGAL ESTRELA. The reference MOVING Card ID of this VC is VC 20 PT2. There are 8 Hydroelectric Power Plants at the municipalities of Manteigas and Seia at Serra da Estrela: - Vila Cova: entered service in 2001 and has an installed power of 23.4 MW; - Ponte Jugais: entered service in 1923 and has an installed power of 20.3 MW; - Senhora do Desterro: entered service in 1909 and has an installed power of 13.2 MW; - Sabugueiro I: entered service in 1947 and has an installed power of 12.8 MW; - Sabugueiro II: entered service in 1993 and has an installed power of 10 MW; - Caldas de Manteigas: entered service in 2000 and has an installed power of 7 MW; - Lagoa Comprida: entered service in 2003 and has an installed power of 0.6 MW; - Vale de Amoreira: entered service in 2004 and has an installed power of 0.3 MW.,228,bed; altitude; wool; year; portugal; value chain; municipality; covilhã; manteigas; cheese; reference; number; mountain; population density; power of 10; desterro; village; glacier; seia; innovation; gross value added; employment; pastoralism; per capita income; valley; landscape,-9.183333333333334,38.7
Title: Brandy made from Juniperus communis from Serra da Estrela. Event: Story begin. Description: The MOVING reference member state of this VC is PORTUGAL ESTRELA. The reference MOVING Card ID of this VC is VC 12 PT2. Wild Zimbro from Serra da Estrela is harvested by shepherds. It is then fermented and distillated in traditional alembics. Zimbro Brandy is sold at national and international levels.,220,innovation; bed; altitude; wool; year; portugal; municipality; gross value added; covilhã; employment; manteigas; reference; number; mountain; population density; species; per capita income; e-commerce; asset; brandy; dairy; landscape; seia,-9.183333333333334,38.7
Title: Stone fruits: peach and abricot. Event: Story begin. Description: The MOVING reference member state of this VC is FRANCE CCVD. The reference MOVING Card ID of this VC is VC 06 FR1. Drome stone fruit value chain is a well established value chain. The main production are peaches and abricots with an average size of the orchard are 15ha. The main cultural system is conventionnal agriculture in monoculture. Fruits are collected by cooperatives actors (Lorifruit; Rhodacoop); marketers and wholesale. Theses prodcuts are mostly driven to long supply chain distribution and export. Abricot des Baronnies (south of Drome) is currently in the process of obtention of an IGP. Stone fruits cultures are currently facing strong pressure due to climate change: more and more freezing episodes in the spring; water scarcity as well as invasion of disease and parasites. To adapt; various strategies are tested: fight against frost with heating technics; fight against disease with treatments; insect nets; diversification of produced variety and fruits. In parallel; an organic production of stone fruits is developping. They are facing the same challenges but using different cultural practices to saveguard biodiversity (introduction of nesting box; chickens in the orchyard) and seeking to diversifying (new fruit culture more adapted to climatic conditions). Organic producers are more driven to direct sale and local market channels.,67,bed; year; drôme; reference; number; mountain; population density; frost; livestock; insect; west; france; export; auvergne; gastronomy; gross value added; water; demand; system; orchard; job; present; alps; fact; south; gardening; fruit; scarcity; north; value chain; box; rhône; agriculture; east; park; innovation; disease; biodiversity; social; employment; baronnies; stone; abricots; monoculture; freezing; invasion; species; per capita income; asset; landscape; territory,2.0,47.0
Title: PDO cheese made from raw and whole cow's milk. It's consumption is unique in that it is eaten in the form of rosettes obtained with the help of the 'girolle'. Event: Story begin. Description: The MOVING reference member state of this VC is SWITZERLAND 2. The reference MOVING Card ID of this VC is VC 08 CH2. The VC has 237 dairy farms; 9 cheese dairies and 2 ripeners. It is labelled with the protected designation of origin (pdo) and can therefore only be produced in a limited area straddling two cantons. It is organiised by three associations: Interprofession Tête de Moine who asked for the label; Association of tête de moine producers and the Association of involved dairy farmers.,418,courtelary; bed; crémines; year; le bémont; sonvilier; cheese; sorvilier; reference; number; bern; population density; schelten; limestone; knowledge; muriaux; switzerland; perrefitte; saicourt; milk; cattle; gross value added; belprahon; les enfers; protected designation of origin; loveresse; niche market; corgémont; consideration; eschert; rebévelier; grazing; les breuleux; soubey; ressources; cortébert; cormoret; innovation; les genevez; champoz; reconvilier; middle ages; le noirmont; employment; moutier; tavannes; saignelégier; grassland; century; valbirse; organization; per capita income; dairy; landscape; les bois; governance,8.231973055555555,46.798561944444444
Title: Tea Leaves produce in Rize. Event: Story begin. Description: The MOVING reference member state of this VC is TURKEY. The reference MOVING Card ID of this VC is VC 12 TR. The majority of tea plantations are small-scale family farms. In the province; 91% of all farmers are engaged in the cultivation of tea and for many it is their livelihood. Tea production is important for the economic and social development of the region and for preventing migration. The first tea processing plant was established in Rize in 1947. Processing and marketing of tea is carried out by General Directorate of Tea Enterprises ( ay-Kur) and by private companies. The tea sector is the most important source of employment in the region.,446,bed; altitude; forest; patent; city; year; vegetation; office; rainforest alliance; sea; life; tea; number; mountain; population density; world; province; rize; humidity; majority; trademark; tradition; terrain; innovation; tea processing; black; gross value added; employment; rize province; marketing; turkey; plant; per capita income; black tea; black sea,36.0,39.0
Title: Different varieties of hazel nuts ( Mortarella; San giovanni; Camponica; Giffoni). Event: Story begin. Description: The MOVING reference member state of this VC is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 32 IT. The increase interest in the hazel nuts are changing the traditional location of these plants; once a time cultived in mountain and in marginal area; the new implatation are made in flat irrigated land where it is possible have a mechanisation process. The mountain productions need to close the supply chain to be more competive and to give added value to an excellent product.,159,bed; year; visciano; municipality; reference; number; mountain; population density; interest; flour; pasta; naples; italy; innovation; hazelnut; site of community importance; gross value added; employment; certification; campania; pietrastornina; avellino; irpinia; per capita income; time; asset; landscape; governance,12.5,42.5
Title: Activities connected to the production of wine in the PDO Peza zone; at eastern Crete. Event: Story begin. Description: The MOVING reference member state of this VC is GREECE. The reference MOVING Card ID of this VC is VC 05 GR. The vineyards are owned by member producers of the cooperative and their families. The processing (vinification) capacity of the facilities is 700 tons in 12 hours and for the production and preservation of superior quality wines; the company has a 3 storey wine cellar of 1350 sq.m. per floor with stainless steel wine tanks bearing a capacity of 2;400 tons and a bottling plant with a capacity of 5000 bottles per hour. It is the most important economic activity for the regional SES; also affecting the lanscape and ecosystem through a sustainable traditional approach.,96,bed; fact; ecosystem; distance; stainless steel; city; year; mandilaria; lefka ori; standardization; vilana; research; reference; number; mountain; population density; greece; plain; calcareous; tetra pak; plateau; west; kotsifali; tradition; heraklion; continuation; innovation; bag-in-box; island; minutes; investment; gross value added; technology; employment; demand; crete; marketing; foothills; per capita income; wine; landscape,23.0,38.5
Title: Firewood (Holm oak and white oak). Event: Story begin. Description: The MOVING reference member state of this VC is FRANCE INRAE. The reference MOVING Card ID of this VC is VC 21 FR. Forest represent half of the Corsican land (400 000 ha); which is bigger than the national average (30%). Half of it corresponds to forests of mid-altitude. They are owned by individuals; under small parcels that are generally smaller than 10ha. They are mostly composed of oaks and they have been expanding at an important rate. This corresponds to the finished form of shrub; once it has grown on abandoned land. It has a role for heating local households; eventhough it is not optimized. 280 establishments are involved in the wood sector in Corsica; mostly in extracting firwood; but the profesionnals are aging and salaries are less than national average.,91,bed; average; altitude; forest; year; north; shrub; hungary; reference; autonomy; number; mountain; population density; czech republic; corsica; carbon; france; wood; energy; innovation; gross value added; employment; controversy; system; per capita income; landscape,2.0,47.0
Title: Old varieties of potatos (Walser Kartoffeln). Event: Story begin. Description: The MOVING reference member state of this VC is ITALY UNIMOL and UNIPI. The reference MOVING Card ID of this VC is VC 22 IT. We have chosen Paysage à Manger as a project of 'edible culture'; an innovative and radical experiment at high altitude in which crops and cultures try to recover their inextricable and millennial bond; of which agricultural production is the apex and point of balance. respect and enhancement of the great cultural and culinary heritage bequeathed to us by the rural communities that have inhabited these territories for centuries.,153,peasant; bed; commodity; euroregion; alps; year; idea; municipality; research; reference; biella; number; mountain; population density; kitchen; italy; hand; knowledge; innovation; jaun; town; gross value added; history; employment; manger; marketing; aosta valley; per capita income; aosta; dignity; landscape; territory,12.5,42.5
